"","types","original_price","discount_price","original_level"
"11560","app",0.99,NA,"very low"
"11561","app",32.86,16.41,"very high"
"11562","app",14.99,56.04,"very high"
"11563","app",4.99,22.48,"moderate"
"11564","app",0.99,71.34,"very low"
"11565","app",2.99,NA,"low"
"11566","app",4.99,NA,"moderate"
"11567","app",14.99,9.74,"very high"
"11568","app",0.99,2.1,"very low"
"11569","app",0.99,NA,"very low"
"11570","app",0.99,1.63,"very low"
"11571","app",1.99,0.49,"low"
"11572","app",0.99,2.1,"very low"
"11573","app",3.99,NA,"moderate"
"11574","app",5.99,NA,"moderate"
"11575","app",2.99,9.57,"low"
"11576","app",2.99,4.48,"low"
"11577","app",4.99,NA,"moderate"
"11578","app",5.99,18.88,"moderate"
"11579","app",4.99,4.98,"moderate"
"11580","app",36.99,NA,"very high"
"11581","app",0,NA,"very low"
"11582","app",10.89,7.89,"high"
"11583","app",0,NA,"very low"
"11584","app",1.99,6.36,"low"
"11585","app",1.99,6.36,"low"
"11586","app",1.99,6.36,"low"
"11587","app",1.99,6.36,"low"
"11588","app",1.99,6.36,"low"
"11589","app",0.99,NA,"very low"
"11590","app",2.99,9.71,"low"
"11591","app",0.99,NA,"very low"
"11592","app",1.99,6.36,"low"
"11593","app",0,NA,"very low"
"11594","app",1.99,NA,"low"
"11595","app",8.99,21.22,"high"
"11596","app",1.99,6.36,"low"
"11597","app",0,NA,"very low"
"11598","app",4.99,7.63,"moderate"
"11599","app",1.99,NA,"low"
"11600","app",4.99,NA,"moderate"
"11601","app",0,NA,"very low"
"11602","app",0,NA,"very low"
"11603","app",501.87,424.72,"very high"
"11604","app",3.99,NA,"moderate"
"11605","app",2.99,2.09,"low"
"11606","app",0.99,NA,"very low"
"11607","app",2.99,11.77,"low"
"11608","app",4.99,NA,"moderate"
"11609","app",1.99,NA,"low"
"11610","app",7.99,NA,"high"
"11611","app",1.99,NA,"low"
"11612","app",1.99,NA,"low"
"11613","app",5.99,NA,"moderate"
"11614","app",2.99,NA,"low"
"11615","app",18.89,16.96,"very high"
"11616","app",1.99,NA,"low"
"11617","app",0.99,13.32,"very low"
"11618","app",NA,NA,"very high"
"11619","app",24.99,233.94,"very high"
"11620","app",NA,NA,"very high"
"11621","app",0.99,NA,"very low"
"11622","app",289.99,28.99,"very high"
"11623","app",4.99,NA,"moderate"
"11624","app",4.99,NA,"moderate"
"11625","app",0.99,NA,"very low"
"11626","bundle",NA,127.95,"very high"
"11627","app",1.99,NA,"low"
"11628","app",12.99,NA,"high"
"11629","app",49.99,NA,"very high"
"11630","app",9.99,NA,"high"
"11631","app",14.99,79.62,"very high"
"11632","app",99.99,NA,"very high"
"11633","app",49.99,NA,"very high"
"11634","app",0.99,NA,"very low"
"11635","app",7.99,NA,"high"
"11636","app",0.99,NA,"very low"
"11637","app",0.99,NA,"very low"
"11638","app",0.99,NA,"very low"
"11639","app",9.99,NA,"high"
"11640","app",9.99,NA,"high"
"11641","app",0.99,13.32,"very low"
"11642","app",0.99,NA,"very low"
"11643","app",3.99,95.27,"moderate"
"11644","app",3.99,NA,"moderate"
"11645","app",29.99,NA,"very high"
"11646","app",0,NA,"very low"
"11647","app",9.99,17.98,"high"
"11648","app",29.99,NA,"very high"
"11649","app",4.99,89.84,"moderate"
"11650","app",0.99,NA,"very low"
"11651","app",19.99,NA,"very high"
"11652","app",2.99,NA,"low"
"11653","app",9.99,4.99,"high"
"11654","app",6.99,NA,"high"
"11655","app",0.99,2.67,"very low"
"11656","app",7.99,NA,"high"
"11657","app",49.99,69.98,"very high"
"11658","app",0.99,1.58,"very low"
"11659","app",6.99,23.16,"high"
"11660","app",0,NA,"very low"
"11661","app",4.99,NA,"moderate"
"11662","app",4.99,NA,"moderate"
"11663","app",1.69,NA,"very low"
"11664","app",595.99,NA,"very high"
"11665","app",3.99,4.78,"moderate"
"11666","app",3.99,NA,"moderate"
"11667","app",0.99,NA,"very low"
"11668","app",5.99,29.74,"moderate"
"11669","app",12.99,NA,"high"
"11670","app",14.99,20.31,"very high"
"11671","app",9.99,NA,"high"
"11672","app",5.99,NA,"moderate"
"11673","app",0.99,NA,"very low"
"11674","app",0.99,NA,"very low"
"11675","app",11.99,NA,"high"
"11676","app",14.99,NA,"very high"
"11677","app",1.99,NA,"low"
"11678","app",99.99,NA,"very high"
"11679","app",9.99,NA,"high"
"11680","app",7.99,NA,"high"
"11681","app",9.99,NA,"high"
"11682","app",6.99,NA,"high"
"11683","app",0.99,NA,"very low"
"11684","app",3.99,NA,"moderate"
"11685","app",2.99,NA,"low"
"11686","app",501.87,424.72,"very high"
"11687","app",0,NA,"very low"
"11688","app",9.99,205.53,"high"
"11689","app",4.99,NA,"moderate"
"11690","app",3.99,NA,"moderate"
"11691","app",34.99,NA,"very high"
"11692","app",19.99,NA,"very high"
"11693","app",4.99,NA,"moderate"
"11694","app",18.99,NA,"very high"
"11695","app",19.99,NA,"very high"
"11696","app",12.99,NA,"high"
"11697","app",0.99,21.44,"very low"
"11698","app",NA,NA,"very high"
"11699","app",2.99,19.98,"low"
"11700","app",4.99,NA,"moderate"
"11701","app",9.99,NA,"high"
"11702","app",1.99,NA,"low"
"11703","app",19.99,NA,"very high"
"11704","app",0.99,NA,"very low"
"11705","app",11.99,NA,"high"
"11706","app",0.99,NA,"very low"
"11707","app",0.99,NA,"very low"
"11708","app",2.99,NA,"low"
"11709","app",9.99,9.69,"high"
"11710","app",4.99,NA,"moderate"
"11711","app",0.99,NA,"very low"
"11712","app",9.99,NA,"high"
"11713","app",8.99,NA,"high"
"11714","app",2.99,NA,"low"
"11715","app",2.99,NA,"low"
"11716","app",0.99,NA,"very low"
"11717","app",2.99,NA,"low"
"11718","app",3.99,NA,"moderate"
"11719","app",4.99,NA,"moderate"
"11720","app",24.99,NA,"very high"
"11721","app",19.99,141.49,"very high"
"11722","bundle",NA,20.27,"very high"
"11723","app",14.99,NA,"very high"
"11724","app",9.99,NA,"high"
"11725","app",7.49,11.17,"high"
"11726","app",2.49,10.36,"low"
"11727","app",NA,NA,"very high"
"11728","app",7.99,NA,"high"
"11729","app",4.99,72.74,"moderate"
"11730","app",NA,NA,"very high"
"11731","app",2.99,20.36,"low"
"11732","app",NA,NA,"very high"
"11733","app",475.6,367.96,"very high"
"11734","app",4.99,NA,"moderate"
"11735","app",5.99,NA,"moderate"
"11736","app",19.99,NA,"very high"
"11737","app",9.99,NA,"high"
"11738","app",5.99,NA,"moderate"
"11739","app",4.99,NA,"moderate"
"11740","app",0.99,NA,"very low"
"11741","app",9.99,NA,"high"
"11742","app",1.99,17.95,"low"
"11743","app",1.99,NA,"low"
"11744","app",1.99,4.47,"low"
"11745","app",4.99,NA,"moderate"
"11746","app",5.99,NA,"moderate"
"11747","app",6.99,NA,"high"
"11748","app",0.99,6.32,"very low"
"11749","app",0.99,6.32,"very low"
"11750","app",0.99,6.32,"very low"
"11751","app",0.99,6.32,"very low"
"11752","app",0.99,6.32,"very low"
"11753","app",0.99,6.32,"very low"
"11754","app",9.99,NA,"high"
"11755","app",0,NA,"very low"
"11756","app",0.99,NA,"very low"
"11757","app",0,NA,"very low"
"11758","app",3.99,25.2,"moderate"
"11759","app",12.99,NA,"high"
"11760","app",4.99,NA,"moderate"
"11761","app",0,NA,"very low"
"11762","app",4.99,NA,"moderate"
"11763","app",2.99,NA,"low"
"11764","app",1.99,NA,"low"
"11765","app",1.99,NA,"low"
"11766","app",8.99,NA,"high"
"11767","app",9.99,NA,"high"
"11768","app",9.99,NA,"high"
"11769","app",79.99,151.97,"very high"
"11770","app",19.99,71.89,"very high"
"11771","app",19.99,71.89,"very high"
"11772","app",4.99,NA,"moderate"
"11773","app",2.99,NA,"low"
"11774","app",19.99,71.89,"very high"
"11775","app",2.99,174.14,"low"
"11776","app",12.99,NA,"high"
"11777","app",1.99,0.99,"low"
"11778","app",0.99,NA,"very low"
"11779","app",34.93,9.15,"very high"
"11780","app",1.99,NA,"low"
"11781","app",1.99,4.36,"low"
"11782","app",1.99,179.76,"low"
"11783","app",3.99,NA,"moderate"
"11784","app",1.99,179.76,"low"
"11785","app",4.99,19.78,"moderate"
"11786","app",1.99,6.36,"low"
"11787","app",149.99,NA,"very high"
"11788","app",2.99,NA,"low"
"11789","app",1.99,NA,"low"
"11790","app",0.99,NA,"very low"
"11791","app",0.99,NA,"very low"
"11792","app",1.99,5.94,"low"
"11793","app",1.99,179.76,"low"
"11794","app",0.99,NA,"very low"
"11795","app",2.99,NA,"low"
"11796","app",9.99,NA,"high"
"11797","app",2.99,NA,"low"
"11798","app",24.99,NA,"very high"
"11799","app",15.96,11.96,"very high"
"11800","app",11.99,15.28,"high"
"11801","app",32.86,16.41,"very high"
"11802","app",0,NA,"very low"
"11803","app",19.99,NA,"very high"
"11804","app",501.87,424.72,"very high"
"11805","app",6.99,NA,"high"
"11806","app",0.99,NA,"very low"
"11807","app",7.99,NA,"high"
"11808","app",2.99,NA,"low"
"11809","app",9.99,NA,"high"
"11810","app",0,NA,"very low"
"11811","app",NA,NA,"very high"
"11812","app",8.99,NA,"high"
"11813","app",3.99,NA,"moderate"
"11814","app",14.99,136.71,"very high"
"11815","app",2.99,NA,"low"
"11816","app",2.99,NA,"low"
"11817","app",NA,NA,"very high"
"11818","app",4.99,NA,"moderate"
"11819","app",4.99,NA,"moderate"
"11820","app",9.99,31.98,"high"
"11821","app",6.99,344.78,"high"
"11822","app",1.99,NA,"low"
"11823","app",3.99,NA,"moderate"
"11824","app",4.99,NA,"moderate"
"11825","app",6.99,344.78,"high"
"11826","app",3.99,9.6,"moderate"
"11827","app",NA,NA,"very high"
"11828","app",9.99,NA,"high"
"11829","app",NA,NA,"very high"
"11830","app",9.99,NA,"high"
"11831","app",0.99,NA,"very low"
"11832","app",7.99,NA,"high"
"11833","app",0.99,3.16,"very low"
"11834","app",7.99,NA,"high"
"11835","app",3.99,NA,"moderate"
"11836","app",0.99,NA,"very low"
"11837","app",0,NA,"very low"
"11838","app",7.99,NA,"high"
"11839","app",2.99,NA,"low"
"11840","app",1.99,NA,"low"
"11841","app",8.99,NA,"high"
"11842","app",4.99,NA,"moderate"
"11843","app",49.93,33.53,"very high"
"11844","app",0.99,NA,"very low"
"11845","app",0,NA,"very low"
"11846","app",14.99,NA,"very high"
"11847","app",0,NA,"very low"
"11848","app",0.99,2.96,"very low"
"11849","app",1.99,NA,"low"
"11850","app",4.99,NA,"moderate"
"11851","app",0.99,NA,"very low"
"11852","app",0,NA,"very low"
"11853","app",0.99,NA,"very low"
"11854","app",1.99,NA,"low"
"11855","app",0,NA,"very low"
"11856","app",4.99,NA,"moderate"
"11857","app",4.99,NA,"moderate"
"11858","app",7.99,NA,"high"
"11859","app",1.99,NA,"low"
"11860","app",4.99,NA,"moderate"
"11861","app",2.99,NA,"low"
"11862","app",4.99,5.98,"moderate"
"11863","app",5.99,NA,"moderate"
"11864","app",4.99,7.67,"moderate"
"11865","app",1.99,23.91,"low"
"11866","app",29.99,NA,"very high"
"11867","app",7.99,NA,"high"
"11868","app",6.99,79.14,"high"
"11869","app",0.99,NA,"very low"
"11870","app",5.99,NA,"moderate"
"11871","app",0.99,NA,"very low"
"11872","app",0,NA,"very low"
"11873","app",11.99,NA,"high"
"11874","app",1.99,NA,"low"
"11875","app",0.99,NA,"very low"
"11876","app",0,NA,"very low"
"11877","app",0.99,NA,"very low"
"11878","app",0,NA,"very low"
"11879","app",0.99,NA,"very low"
"11880","app",0.99,NA,"very low"
"11881","app",3.99,NA,"moderate"
"11882","app",0.99,NA,"very low"
"11883","app",0.99,NA,"very low"
"11884","app",0.99,NA,"very low"
"11885","app",14.99,NA,"very high"
"11886","app",4.99,5.98,"moderate"
"11887","app",9.99,29.73,"high"
"11888","app",4.99,NA,"moderate"
"11889","app",0.99,NA,"very low"
"11890","app",4.99,NA,"moderate"
"11891","app",49.99,NA,"very high"
"11892","app",0,NA,"very low"
"11893","app",2.99,NA,"low"
"11894","app",1.99,2.53,"low"
"11895","app",2.99,NA,"low"
"11896","app",12.99,NA,"high"
"11897","app",1.99,NA,"low"
"11898","app",4.99,NA,"moderate"
"11899","app",4.2,NA,"moderate"
"11900","app",14.85,1.48,"high"
"11901","app",9.99,NA,"high"
"11902","app",1.99,NA,"low"
"11903","app",0,NA,"very low"
"11904","app",2.99,NA,"low"
"11905","app",1.99,6.76,"low"
"11906","app",4.99,NA,"moderate"
"11907","app",2.99,NA,"low"
"11908","app",1.99,NA,"low"
"11909","app",0.99,56.11,"very low"
"11910","app",4.99,NA,"moderate"
"11911","app",4.99,NA,"moderate"
"11912","app",0.99,NA,"very low"
"11913","app",4.99,NA,"moderate"
"11914","app",13.99,NA,"high"
"11915","app",76.67,19.82,"very high"
"11916","app",0,NA,"very low"
"11917","app",5,NA,"moderate"
"11918","app",1.99,10.36,"low"
"11919","app",3.99,3.58,"moderate"
"11920","app",0.99,NA,"very low"
"11921","app",9.99,NA,"high"
"11922","app",9.99,NA,"high"
"11923","app",0,NA,"very low"
"11924","app",17.9,12.36,"very high"
"11925","app",5.99,NA,"moderate"
"11926","app",4.99,NA,"moderate"
"11927","app",4.99,NA,"moderate"
"11928","app",4.99,85.35,"moderate"
"11929","app",1.99,NA,"low"
"11930","app",9.99,10.06,"high"
"11931","app",9.99,NA,"high"
"11932","app",4.99,NA,"moderate"
"11933","app",9.99,10.18,"high"
"11934","app",1.99,NA,"low"
"11935","app",10,NA,"high"
"11936","app",5.99,NA,"moderate"
"11937","app",NA,NA,"very high"
"11938","app",4.49,NA,"moderate"
"11939","app",9.99,121.48,"high"
"11940","app",14.99,NA,"very high"
"11941","app",0.99,320.28,"very low"
"11942","app",4.99,NA,"moderate"
"11943","app",0.99,320.28,"very low"
"11944","app",3.99,NA,"moderate"
"11945","app",2.99,NA,"low"
"11946","app",6.99,NA,"high"
"11947","app",6.99,NA,"high"
"11948","app",3.99,NA,"moderate"
"11949","app",1.99,NA,"low"
"11950","app",2.99,NA,"low"
"11951","app",9.99,NA,"high"
"11952","app",15.99,NA,"very high"
"11953","app",4.99,NA,"moderate"
"11954","app",9.99,NA,"high"
"11955","app",9.99,NA,"high"
"11956","app",1.99,3.02,"low"
"11957","app",2.99,NA,"low"
"11958","app",2.99,NA,"low"
"11959","app",2.99,NA,"low"
"11960","app",2.99,8.37,"low"
"11961","app",49.93,33.53,"very high"
"11962","app",5.99,NA,"moderate"
"11963","app",29.99,NA,"very high"
"11964","app",29.99,178.43,"very high"
"11965","app",9.99,NA,"high"
"11966","app",501.87,424.72,"very high"
"11967","app",0.99,NA,"very low"
"11968","app",9.99,17.96,"high"
"11969","app",1.99,NA,"low"
"11970","app",0.99,NA,"very low"
"11971","app",5.99,NA,"moderate"
"11972","app",29.99,NA,"very high"
"11973","app",2.99,NA,"low"
"11974","app",2.99,NA,"low"
"11975","app",1.99,NA,"low"
"11976","app",6.99,NA,"high"
"11977","app",4.99,NA,"moderate"
"11978","app",0,NA,"very low"
"11979","app",9.99,10.37,"high"
"11980","app",2.99,2.09,"low"
"11981","app",0,NA,"very low"
"11982","app",30.84,9.8,"very high"
"11983","app",0.99,0.89,"very low"
"11984","app",0,NA,"very low"
"11985","app",9.99,NA,"high"
"11986","app",4.99,NA,"moderate"
"11987","app",0,NA,"very low"
"11988","app",19.99,NA,"very high"
"11989","app",3.99,NA,"moderate"
"11990","app",5.99,NA,"moderate"
"11991","app",0,NA,"very low"
"11992","app",5.99,NA,"moderate"
"11993","app",0,NA,"very low"
"11994","app",1.99,6.36,"low"
"11995","app",59.92,16.65,"very high"
"11996","app",8.99,NA,"high"
"11997","app",3.99,NA,"moderate"
"11998","app",0,NA,"very low"
"11999","app",2.99,NA,"low"
"12000","app",0.99,NA,"very low"
"12001","app",3.99,18.59,"moderate"
"12002","app",2.99,NA,"low"
"12003","app",3.99,20.93,"moderate"
"12004","app",NA,NA,"very high"
"12005","app",0.99,NA,"very low"
"12006","app",9.99,59.33,"high"
"12007","app",NA,NA,"very high"
"12008","app",9.99,70.11,"high"
"12009","app",1.99,62.87,"low"
"12010","app",NA,NA,"very high"
"12011","app",9.99,NA,"high"
"12012","app",2.99,NA,"low"
"12013","app",0,NA,"very low"
"12014","app",1.99,NA,"low"
"12015","app",NA,NA,"very high"
"12016","app",NA,NA,"very high"
"12017","app",15,NA,"very high"
"12018","app",4.99,NA,"moderate"
"12019","app",NA,NA,"very high"
"12020","app",501.87,424.72,"very high"
"12021","app",0.99,NA,"very low"
"12022","app",1.99,NA,"low"
"12023","app",2.99,31.92,"low"
"12024","app",2.99,NA,"low"
"12025","app",19.99,NA,"very high"
"12026","app",12.99,NA,"high"
"12027","app",19.99,NA,"very high"
"12028","app",24.99,NA,"very high"
"12029","app",6.99,NA,"high"
"12030","app",19.99,NA,"very high"
"12031","app",19.99,NA,"very high"
"12032","app",9.99,16.73,"high"
"12033","app",6.99,NA,"high"
"12034","app",3.99,58.4,"moderate"
"12035","app",2.99,NA,"low"
"12036","app",NA,NA,"very high"
"12037","app",36.91,24.13,"very high"
"12038","app",2.99,10.37,"low"
"12039","app",2.99,8.37,"low"
"12040","app",7.99,15.56,"high"
"12041","app",NA,NA,"very high"
"12042","app",2.99,NA,"low"
"12043","app",NA,NA,"very high"
"12044","app",4.99,NA,"moderate"
"12045","app",4.99,NA,"moderate"
"12046","app",9.99,NA,"high"
"12047","app",2.99,15.04,"low"
"12048","app",1.99,NA,"low"
"12049","app",NA,NA,"very high"
"12050","app",7.99,74.67,"high"
"12051","app",0.99,NA,"very low"
"12052","app",29.99,NA,"very high"
"12053","app",9.99,NA,"high"
"12054","app",24.99,NA,"very high"
"12055","app",7.99,NA,"high"
"12056","app",14.99,NA,"very high"
"12057","app",29.99,NA,"very high"
"12058","app",6.99,33.76,"high"
"12059","app",19.99,93.52,"very high"
"12060","app",19.99,NA,"very high"
"12061","app",19.99,NA,"very high"
"12062","app",19.99,94.33,"very high"
"12063","app",19.99,NA,"very high"
"12064","app",19.99,NA,"very high"
"12065","app",19.99,31.16,"very high"
"12066","app",29.99,46.48,"very high"
"12067","app",19.99,46.48,"very high"
"12068","app",4.99,NA,"moderate"
"12069","app",0,NA,"very low"
"12070","app",99.99,NA,"very high"
"12071","app",44.99,NA,"very high"
"12072","app",2.99,NA,"low"
"12073","app",3.99,NA,"moderate"
"12074","app",2.99,NA,"low"
"12075","app",1.99,NA,"low"
"12076","app",3.99,NA,"moderate"
"12077","app",0.99,NA,"very low"
"12078","app",2.99,NA,"low"
"12079","app",0.99,NA,"very low"
"12080","app",0.99,NA,"very low"
"12081","app",0.99,NA,"very low"
"12082","app",0.99,NA,"very low"
"12083","app",2.99,174.14,"low"
"12084","app",1.99,NA,"low"
"12085","app",13.99,NA,"high"
"12086","app",0.99,NA,"very low"
"12087","app",0.99,1.96,"very low"
"12088","app",2.99,NA,"low"
"12089","app",0.99,13.32,"very low"
"12090","app",4.99,NA,"moderate"
"12091","app",4.99,NA,"moderate"
"12092","app",1.99,NA,"low"
"12093","app",1.99,10.78,"low"
"12094","app",1.99,NA,"low"
"12095","app",0.99,NA,"very low"
"12096","app",0.99,3.54,"very low"
"12097","app",4.99,23.7,"moderate"
"12098","app",7.99,NA,"high"
"12099","app",1.99,NA,"low"
"12100","app",4.99,NA,"moderate"
"12101","app",0.99,NA,"very low"
"12102","app",1.99,NA,"low"
"12103","app",0,NA,"very low"
"12104","app",1.99,NA,"low"
"12105","app",9.99,NA,"high"
"12106","bundle",NA,149.48,"very high"
"12107","app",6.99,NA,"high"
"12108","app",4.99,NA,"moderate"
"12109","bundle",NA,7.95,"very high"
"12110","app",4.99,NA,"moderate"
"12111","bundle",NA,4.48,"very high"
"12112","app",19.99,NA,"very high"
"12113","bundle",NA,7.18,"very high"
"12114","bundle",NA,7.63,"very high"
"12115","bundle",NA,9.97,"very high"
"12116","bundle",NA,67.86,"very high"
"12117","bundle",22.97,15.25,"moderate"
"12118","bundle",NA,4.47,"very high"
"12119","bundle",NA,1.48,"very high"
"12120","bundle",NA,9.58,"very high"
"12121","bundle",NA,16.18,"very high"
"12122","bundle",8.98,6.95,"low"
"12123","bundle",NA,5.38,"very high"
"12124","bundle",NA,19.81,"very high"
"12125","bundle",2.98,1.87,"very low"
"12126","bundle",199.98,104.98,"very high"
"12127","bundle",NA,139.98,"very high"
"12128","app",4.99,NA,"moderate"
"12129","app",8.99,NA,"high"
"12130","app",24.99,NA,"very high"
"12131","app",0.99,NA,"very low"
"12132","app",2.99,NA,"low"
"12133","app",9.99,NA,"high"
"12134","app",9.99,NA,"high"
"12135","bundle",NA,16.68,"very high"
"12136","app",2.99,115.97,"low"
"12137","app",4.99,NA,"moderate"
"12138","app",4.99,36.3,"moderate"
"12139","app",3.99,NA,"moderate"
"12140","app",3.99,54.45,"moderate"
"12141","app",9.99,NA,"high"
"12142","bundle",NA,13.58,"very high"
"12143","app",9.99,50.28,"high"
"12144","bundle",NA,23.05,"very high"
"12145","bundle",NA,24.27,"very high"
"12146","app",1.99,NA,"low"
"12147","app",NA,9.96,"very high"
"12148","bundle",NA,7.48,"very high"
"12149","bundle",NA,19.78,"very high"
"12150","bundle",NA,22.48,"very high"
"12151","bundle",NA,6.36,"very high"
"12152","bundle",NA,6.36,"very high"
"12153","bundle",NA,9.06,"very high"
"12154","bundle",NA,5.39,"very high"
"12155","bundle",NA,8.69,"very high"
"12156","bundle",NA,5.39,"very high"
"12157","bundle",NA,18.98,"very high"
"12158","bundle",NA,1.58,"very high"
"12159","bundle",NA,8.69,"very high"
"12160","bundle",NA,8.69,"very high"
"12161","bundle",NA,8.69,"very high"
"12162","bundle",NA,26.07,"very high"
"12163","bundle",NA,29.87,"very high"
"12164","bundle",NA,19.18,"very high"
"12165","bundle",NA,26.18,"very high"
"12166","bundle",NA,21.58,"very high"
"12167","bundle",NA,9.32,"very high"
"12168","bundle",NA,6.36,"very high"
"12169","app",19.99,NA,"very high"
"12170","app",4.99,NA,"moderate"
"12171","app",4.99,NA,"moderate"
"12172","app",4.99,NA,"moderate"
"12173","app",9.99,NA,"high"
"12174","app",4.99,NA,"moderate"
"12175","app",14.99,NA,"very high"
"12176","app",0.99,3.57,"very low"
"12177","bundle",NA,9.43,"very high"
"12178","bundle",NA,9.33,"very high"
"12179","bundle",NA,16.68,"very high"
"12180","bundle",NA,18.07,"very high"
"12181","bundle",NA,48.58,"very high"
"12182","app",9.99,38.94,"high"
"12183","app",2.99,NA,"low"
"12184","app",9.99,NA,"high"
"12185","app",133.81,86.81,"very high"
"12186","app",9.99,NA,"high"
"12187","app",9.99,NA,"high"
"12188","app",9.99,NA,"high"
"12189","app",19.99,NA,"very high"
"12190","app",19.99,NA,"very high"
"12191","app",19.99,NA,"very high"
"12192","app",19.99,NA,"very high"
"12193","app",2.99,NA,"low"
"12194","app",9.99,NA,"high"
"12195","bundle",NA,10.08,"very high"
"12196","app",9.99,NA,"high"
"12197","app",4.99,NA,"moderate"
"12198","app",9.99,68.19,"high"
"12199","app",9.99,25.2,"high"
"12200","bundle",NA,44.98,"very high"
"12201","bundle",NA,29.67,"very high"
"12202","app",19.99,NA,"very high"
"12203","app",19.99,NA,"very high"
"12204","app",0,NA,"very low"
"12205","app",19.99,NA,"very high"
"12206","app",5.99,32.38,"moderate"
"12207","app",9.99,NA,"high"
"12208","app",4.99,14.91,"moderate"
"12209","app",19.99,NA,"very high"
"12210","app",1.99,NA,"low"
"12211","app",0,NA,"very low"
"12212","app",0,NA,"very low"
"12213","app",8.99,NA,"high"
"12214","app",4.2,NA,"moderate"
"12215","app",19.99,NA,"very high"
"12216","bundle",NA,5.37,"very high"
"12217","app",1.99,NA,"low"
"12218","app",2.99,NA,"low"
"12219","app",0.99,NA,"very low"
"12220","bundle",NA,18.98,"very high"
"12221","bundle",NA,6.36,"very high"
"12222","bundle",NA,8.48,"very high"
"12223","bundle",NA,6.36,"very high"
"12224","bundle",54.95,20.2,"high"
"12225","bundle",NA,6.36,"very high"
"12226","bundle",NA,3.58,"very high"
"12227","bundle",NA,38.66,"very high"
"12228","bundle",NA,8.48,"very high"
"12229","bundle",NA,15.97,"very high"
"12230","bundle",NA,12.99,"very high"
"12231","bundle",NA,3.73,"very high"
"12232","bundle",389.98,64.48,"very high"
"12233","bundle",NA,4.48,"very high"
"12234","bundle",NA,9.33,"very high"
"12235","bundle",NA,0.98,"very high"
"12236","bundle",NA,9.88,"very high"
"12237","bundle",NA,131.95,"very high"
"12238","bundle",NA,1.98,"very high"
"12239","bundle",1.98,0.98,"very low"
"12240","bundle",1.98,0.58,"very low"
"12241","bundle",1.98,0.58,"very low"
"12242","bundle",NA,5.98,"very high"
"12243","app",2.99,NA,"low"
"12244","app",9.99,NA,"high"
"12245","app",5.99,14.38,"moderate"
"12246","app",11.99,NA,"high"
"12247","app",9.99,41.93,"high"
"12248","app",7.99,NA,"high"
"12249","app",9.99,NA,"high"
"12250","app",4.99,NA,"moderate"
"12251","app",1.99,NA,"low"
"12252","app",4.99,NA,"moderate"
"12253","app",19.99,NA,"very high"
"12254","app",2.99,NA,"low"
"12255","app",3.99,NA,"moderate"
"12256","app",2.99,NA,"low"
"12257","app",4.99,NA,"moderate"
"12258","app",14.99,NA,"very high"
"12259","app",2.99,NA,"low"
"12260","app",3.59,NA,"low"
"12261","app",1.99,103.77,"low"
"12262","app",4.99,NA,"moderate"
"12263","app",4.99,NA,"moderate"
"12264","app",9.99,26.97,"high"
"12265","app",3.99,NA,"moderate"
"12266","app",2.99,NA,"low"
"12267","app",9.99,NA,"high"
"12268","app",1.99,NA,"low"
"12269","app",2.99,4.78,"low"
"12270","app",0.99,NA,"very low"
"12271","app",0,NA,"very low"
"12272","app",1.99,NA,"low"
"12273","app",5.99,NA,"moderate"
"12274","app",0.99,9.68,"very low"
"12275","app",2.99,9.68,"low"
"12276","app",9.99,NA,"high"
"12277","app",9.99,17.98,"high"
"12278","app",9.99,26.97,"high"
"12279","app",9.99,NA,"high"
"12280","app",0,NA,"very low"
"12281","app",9.99,26.97,"high"
"12282","app",9.99,59.33,"high"
"12283","app",5.99,50.97,"moderate"
"12284","app",1.99,320.28,"low"
"12285","app",7.99,NA,"high"
"12286","app",9.99,NA,"high"
"12287","app",0,NA,"very low"
"12288","app",0.99,20.71,"very low"
"12289","app",0.99,20.71,"very low"
"12290","app",0.99,20.71,"very low"
"12291","app",0.99,20.71,"very low"
"12292","app",1.99,20.71,"low"
"12293","app",0.99,20.71,"very low"
"12294","app",0.99,20.71,"very low"
"12295","app",0.99,20.71,"very low"
"12296","app",7.99,NA,"high"
"12297","app",0.99,20.71,"very low"
"12298","app",0,NA,"very low"
"12299","app",3.99,NA,"moderate"
"12300","app",4.99,NA,"moderate"
"12301","app",0.99,NA,"very low"
"12302","app",0,NA,"very low"
"12303","app",9.99,NA,"high"
"12304","app",8.99,NA,"high"
"12305","app",4.99,NA,"moderate"
"12306","app",14.99,NA,"very high"
"12307","app",0.99,60.88,"very low"
"12308","app",0,NA,"very low"
"12309","app",14.99,NA,"very high"
"12310","app",6.99,NA,"high"
"12311","app",9.99,21.23,"high"
"12312","app",6.99,33.26,"high"
"12313","app",17.99,NA,"very high"
"12314","app",3.99,34.13,"moderate"
"12315","app",0,NA,"very low"
"12316","app",29.99,NA,"very high"
"12317","sub",7.99,0.99,"very low"
"12318","app",9.99,NA,"high"
"12319","app",4.99,NA,"moderate"
"12320","app",30.73,21.05,"very high"
"12321","app",4.99,NA,"moderate"
"12322","app",0.99,NA,"very low"
"12323","app",1.99,2.48,"low"
"12324","app",5.99,NA,"moderate"
"12325","app",9.99,37.55,"high"
"12326","app",4.99,37.55,"moderate"
"12327","app",4.99,37.55,"moderate"
"12328","app",1.99,8.98,"low"
"12329","app",2.99,56.11,"low"
"12330","app",0.99,NA,"very low"
